Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,League_Name,Season_Id
2020-09-12,Fulham,Arsenal,0,3,A,6.0,4.33,1.53,Premier League,2021
2020-09-12,Crystal Palace,Southampton,1,0,H,3.1,3.25,2.37,Premier League,2021
2020-09-12,Liverpool,Leeds,4,3,H,1.28,6.0,9.5,Premier League,2021
2020-09-12,West Ham,Newcastle,0,2,A,2.15,3.4,3.4,Premier League,2021
2020-09-13,West Brom,Leicester,0,3,A,3.8,3.6,1.95,Premier League,2021
2020-09-13,Tottenham,Everton,0,1,A,1.83,3.6,4.33,Premier League,2021
2020-09-14,Brighton,Chelsea,1,3,A,5.0,4.33,1.61,Premier League,2021
2020-09-14,Sheffield United,Wolves,0,2,A,3.25,3.1,2.37,Premier League,2021
2020-09-19,Everton,West Brom,5,2,H,1.5,4.2,6.5,Premier League,2021
2020-09-19,Leeds,Fulham,4,3,H,1.61,3.9,5.75,Premier League,2021
2020-09-19,Man United,Crystal Palace,1,3,A,1.3,5.5,9.5,Premier League,2021
2020-09-19,Arsenal,West Ham,2,1,H,1.53,4.5,5.5,Premier League,2021
2020-09-20,Southampton,Tottenham,2,5,A,3.0,3.3,2.37,Premier League,2021
2020-09-20,Newcastle,Brighton,0,3,A,2.6,3.1,2.87,Premier League,2021
2020-09-20,Chelsea,Liverpool,0,2,A,3.1,3.6,2.2,Premier League,2021
2020-09-20,Leicester,Burnley,4,2,H,1.61,4.0,5.5,Premier League,2021
2020-09-21,Aston Villa,Sheffield United,1,0,H,2.7,3.1,2.75,Premier League,2021
2020-09-21,Wolves,Man City,1,3,A,6.5,4.33,1.5,Premier League,2021
2020-09-26,Brighton,Man United,2,3,A,4.75,3.75,1.72,Premier League,2021
2020-09-26,Crystal Palace,Everton,1,2,A,3.75,3.25,2.1,Premier League,2021
2020-09-26,West Brom,Chelsea,3,3,D,9.0,4.75,1.36,Premier League,2021
2020-09-26,Burnley,Southampton,0,1,A,3.2,3.3,2.3,Premier League,2021
2020-09-27,Sheffield United,Leeds,0,1,A,2.7,3.3,2.62,Premier League,2021
2020-09-27,Tottenham,Newcastle,1,1,D,1.45,4.5,7.0,Premier League,2021
2020-09-27,Man City,Leicester,2,5,A,1.28,6.0,9.5,Premier League,2021
2020-09-27,West Ham,Wolves,4,0,H,3.6,3.5,2.05,Premier League,2021
2020-09-28,Fulham,Aston Villa,0,3,A,2.9,3.25,2.5,Premier League,2021
2020-09-28,Liverpool,Arsenal,3,1,H,1.45,4.75,6.5,Premier League,2021
2020-10-03,Chelsea,Crystal Palace,4,0,H,1.4,4.75,8.0,Premier League,2021
2020-10-03,Everton,Brighton,4,2,H,1.72,3.75,4.8,Premier League,2021
2020-10-03,Leeds,Man City,1,1,D,7.5,5.25,1.36,Premier League,2021
2020-10-03,Newcastle,Burnley,3,1,H,2.4,3.2,3.1,Premier League,2021
2020-10-04,Leicester,West Ham,0,3,A,1.61,4.2,5.25,Premier League,2021
2020-10-04,Southampton,West Brom,2,0,H,1.72,3.8,4.75,Premier League,2021
2020-10-04,Arsenal,Sheffield United,2,1,H,1.57,4.0,6.0,Premier League,2021
2020-10-04,Wolves,Fulham,1,0,H,1.5,4.0,7.5,Premier League,2021
2020-10-04,Man United,Tottenham,1,6,A,1.85,3.8,4.0,Premier League,2021
2020-10-04,Aston Villa,Liverpool,7,2,H,10.0,5.5,1.3,Premier League,2021
2020-10-17,Everton,Liverpool,2,2,D,3.75,4.2,1.83,Premier League,2021
2020-10-17,Chelsea,Southampton,3,3,D,1.45,4.75,6.5,Premier League,2021
2020-10-17,Man City,Arsenal,1,0,H,1.44,5.0,6.5,Premier League,2021
2020-10-17,Newcastle,Man United,1,4,A,4.75,4.0,1.66,Premier League,2021
2020-10-18,Sheffield United,Fulham,1,1,D,2.1,3.3,3.7,Premier League,2021
2020-10-18,Crystal Palace,Brighton,1,1,D,2.62,3.3,2.7,Premier League,2021
2020-10-18,Tottenham,West Ham,3,3,D,1.57,4.33,5.5,Premier League,2021
2020-10-18,Leicester,Aston Villa,0,1,A,1.83,3.8,4.1,Premier League,2021
2020-10-19,West Brom,Burnley,0,0,D,2.45,3.3,2.9,Premier League,2021
2020-10-19,Leeds,Wolves,0,1,A,2.5,3.3,2.87,Premier League,2021
2020-10-23,Aston Villa,Leeds,0,3,A,2.05,3.75,3.3,Premier League,2021
2020-10-24,West Ham,Man City,1,1,D,8.0,5.25,1.36,Premier League,2021
2020-10-24,Fulham,Crystal Palace,1,2,A,2.75,3.1,2.7,Premier League,2021
2020-10-24,Man United,Chelsea,0,0,D,2.37,3.6,2.8,Premier League,2021
2020-10-24,Liverpool,Sheffield United,2,1,H,1.22,6.5,12.0,Premier League,2021
2020-10-25,Southampton,Everton,2,0,H,2.75,3.4,2.55,Premier League,2021
2020-10-25,Wolves,Newcastle,1,1,D,1.75,3.5,5.25,Premier League,2021
2020-10-25,Arsenal,Leicester,0,1,A,1.9,3.75,3.8,Premier League,2021
2020-10-26,Brighton,West Brom,1,1,D,1.7,4.0,4.75,Premier League,2021
2020-10-26,Burnley,Tottenham,0,1,A,5.75,4.0,1.6,Premier League,2021
2020-10-30,Wolves,Crystal Palace,2,0,H,2.0,3.2,4.33,Premier League,2021
2020-10-31,Sheffield United,Man City,0,1,A,9.5,6.0,1.28,Premier League,2021
2020-10-31,Burnley,Chelsea,0,3,A,6.0,4.5,1.5,Premier League,2021
2020-10-31,Liverpool,West Ham,2,1,H,1.36,5.25,7.5,Premier League,2021
2020-11-01,Aston Villa,Southampton,3,4,A,2.45,3.5,2.8,Premier League,2021
2020-11-01,Newcastle,Everton,2,1,H,3.7,3.4,2.05,Premier League,2021
2020-11-01,Man United,Arsenal,0,1,A,2.0,3.6,3.6,Premier League,2021
2020-11-01,Tottenham,Brighton,2,1,H,1.61,4.0,5.5,Premier League,2021
2020-11-02,Fulham,West Brom,2,0,H,2.4,3.3,3.0,Premier League,2021
2020-11-02,Leeds,Leicester,1,4,A,2.5,3.6,2.62,Premier League,2021
2020-11-06,Brighton,Burnley,0,0,D,1.85,3.5,4.33,Premier League,2021
2020-11-06,Southampton,Newcastle,2,0,H,2.0,3.6,3.7,Premier League,2021
2020-11-07,Everton,Man United,1,3,A,2.9,3.5,2.37,Premier League,2021
2020-11-07,Crystal Palace,Leeds,4,1,H,2.87,3.4,2.45,Premier League,2021
2020-11-07,Chelsea,Sheffield United,4,1,H,1.36,5.0,8.5,Premier League,2021
2020-11-07,West Ham,Fulham,1,0,H,1.83,3.75,4.2,Premier League,2021
2020-11-08,West Brom,Tottenham,0,1,A,7.0,4.33,1.45,Premier League,2021
2020-11-08,Leicester,Wolves,1,0,H,2.3,3.2,3.25,Premier League,2021
2020-11-08,Man City,Liverpool,1,1,D,1.95,4.2,3.4,Premier League,2021
2020-11-08,Arsenal,Aston Villa,0,3,A,1.65,4.1,5.0,Premier League,2021
2020-11-21,Newcastle,Chelsea,0,2,A,6.5,4.75,1.45,Premier League,2021
2020-11-21,Aston Villa,Brighton,1,2,A,2.15,3.6,3.2,Premier League,2021
2020-11-21,Tottenham,Man City,2,0,H,4.0,4.0,1.8,Premier League,2021
2020-11-21,Man United,West Brom,1,0,H,1.3,5.5,9.5,Premier League,2021
2020-11-22,Fulham,Everton,2,3,A,3.9,3.9,1.85,Premier League,2021
2020-11-22,Sheffield United,West Ham,0,1,A,3.0,3.25,2.4,Premier League,2021
2020-11-22,Leeds,Arsenal,0,0,D,3.0,3.75,2.2,Premier League,2021
2020-11-22,Liverpool,Leicester,3,0,H,1.85,4.0,3.8,Premier League,2021
2020-11-23,Burnley,Crystal Palace,1,0,H,2.75,3.1,2.75,Premier League,2021
2020-11-23,Wolves,Southampton,1,1,D,2.3,3.25,3.25,Premier League,2021
2020-11-27,Crystal Palace,Newcastle,0,2,A,2.05,3.25,3.75,Premier League,2021
2020-11-28,Brighton,Liverpool,1,1,D,5.5,4.2,1.57,Premier League,2021
2020-11-28,Man City,Burnley,5,0,H,1.16,7.5,16.0,Premier League,2021
2020-11-28,Everton,Leeds,0,1,A,1.95,3.8,3.6,Premier League,2021
2020-11-28,West Brom,Sheffield United,1,0,H,2.6,3.2,2.8,Premier League,2021
2020-11-29,Southampton,Man United,2,3,A,4.0,3.5,1.95,Premier League,2021
2020-11-29,Chelsea,Tottenham,0,0,D,2.05,3.5,3.6,Premier League,2021
2020-11-29,Arsenal,Wolves,1,2,A,2.05,3.4,3.75,Premier League,2021
2020-11-30,Leicester,Fulham,1,2,A,1.5,4.33,6.5,Premier League,2021
2020-11-30,West Ham,Aston Villa,2,1,H,2.25,3.6,3.0,Premier League,2021
2020-12-05,Burnley,Everton,1,1,D,4.0,3.5,1.9,Premier League,2021
2020-12-05,Man City,Fulham,2,0,H,1.1,11.0,19.0,Premier League,2021
2020-12-05,West Ham,Man United,1,3,A,3.6,3.6,2.0,Premier League,2021
2020-12-05,Chelsea,Leeds,3,1,H,1.5,4.5,6.0,Premier League,2021
2020-12-06,West Brom,Crystal Palace,1,5,A,2.87,3.2,2.55,Premier League,2021
2020-12-06,Sheffield United,Leicester,1,2,A,3.8,3.5,1.95,Premier League,2021
2020-12-06,Tottenham,Arsenal,2,0,H,1.95,3.6,3.8,Premier League,2021
2020-12-06,Liverpool,Wolves,4,0,H,1.5,4.33,6.5,Premier League,2021
2020-12-07,Brighton,Southampton,1,2,A,2.45,3.4,2.9,Premier League,2021
2020-12-11,Leeds,West Ham,1,2,A,2.15,3.7,3.1,Premier League,2021
2020-12-12,Wolves,Aston Villa,0,1,A,2.25,3.25,3.25,Premier League,2021
2020-12-12,Newcastle,West Brom,2,1,H,2.45,3.2,3.0,Premier League,2021
2020-12-12,Man United,Man City,0,0,D,4.33,4.2,1.72,Premier League,2021
2020-12-12,Everton,Chelsea,1,0,H,4.33,4.2,1.7,Premier League,2021
2020-12-13,Southampton,Sheffield United,3,0,H,1.7,3.75,5.0,Premier League,2021
2020-12-13,Crystal Palace,Tottenham,1,1,D,4.5,3.9,1.72,Premier League,2021
2020-12-13,Fulham,Liverpool,1,1,D,9.0,5.5,1.3,Premier League,2021
2020-12-13,Arsenal,Burnley,0,1,A,1.53,4.2,6.25,Premier League,2021
2020-12-13,Leicester,Brighton,3,0,H,2.0,3.5,3.8,Premier League,2021
2020-12-15,Wolves,Chelsea,2,1,H,5.25,3.8,1.66,Premier League,2021
2020-12-15,Man City,West Brom,1,1,D,1.09,11.0,21.0,Premier League,2021
2020-12-16,Arsenal,Southampton,1,1,D,2.25,3.5,3.1,Premier League,2021
2020-12-16,Leeds,Newcastle,5,2,H,1.75,4.0,4.33,Premier League,2021
2020-12-16,Leicester,Everton,0,2,A,2.15,3.6,3.25,Premier League,2021
2020-12-16,Fulham,Brighton,0,0,D,2.87,3.3,2.5,Premier League,2021
2020-12-16,Liverpool,Tottenham,2,1,H,1.75,3.8,4.5,Premier League,2021
2020-12-16,West Ham,Crystal Palace,1,1,D,2.05,3.4,3.6,Premier League,2021
2020-12-17,Aston Villa,Burnley,0,0,D,1.75,3.8,4.5,Premier League,2021
2020-12-17,Sheffield United,Man United,2,3,A,7.0,4.6,1.44,Premier League,2021
2020-12-19,Crystal Palace,Liverpool,0,7,A,6.5,4.33,1.5,Premier League,2021
2020-12-19,Southampton,Man City,0,1,A,7.0,4.5,1.44,Premier League,2021
2020-12-19,Everton,Arsenal,2,1,H,2.45,3.5,2.8,Premier League,2021
2020-12-19,Newcastle,Fulham,1,1,D,2.5,3.25,2.9,Premier League,2021
2020-12-20,Brighton,Sheffield United,1,1,D,1.65,3.75,5.5,Premier League,2021
2020-12-20,Tottenham,Leicester,0,2,A,2.05,3.5,3.6,Premier League,2021
2020-12-20,Man United,Leeds,6,2,H,1.66,4.33,4.5,Premier League,2021
2020-12-20,West Brom,Aston Villa,0,3,A,3.6,3.8,1.95,Premier League,2021
2020-12-21,Burnley,Wolves,2,1,H,3.5,3.25,2.2,Premier League,2021
2020-12-21,Chelsea,West Ham,3,0,H,1.44,5.0,6.25,Premier League,2021
2020-12-26,Leicester,Man United,2,2,D,2.9,3.6,2.3,Premier League,2021
2020-12-26,Aston Villa,Crystal Palace,3,0,H,1.9,3.75,3.8,Premier League,2021
2020-12-26,Fulham,Southampton,0,0,D,3.2,3.3,2.3,Premier League,2021
2020-12-26,Arsenal,Chelsea,3,1,H,4.0,3.6,1.9,Premier League,2021
2020-12-26,Man City,Newcastle,2,0,H,1.11,10.0,19.0,Premier League,2021
2020-12-26,Sheffield United,Everton,0,1,A,4.2,3.6,1.85,Premier League,2021
2020-12-27,Leeds,Burnley,1,0,H,1.72,4.0,4.33,Premier League,2021
2020-12-27,West Ham,Brighton,2,2,D,2.3,3.4,3.1,Premier League,2021
2020-12-27,Liverpool,West Brom,1,1,D,1.11,10.0,19.0,Premier League,2021
2020-12-27,Wolves,Tottenham,1,1,D,3.6,3.25,2.15,Premier League,2021
2020-12-28,Crystal Palace,Leicester,1,1,D,3.75,3.5,2.0,Premier League,2021
2020-12-28,Chelsea,Aston Villa,1,1,D,1.61,4.2,5.0,Premier League,2021
2020-12-29,Brighton,Arsenal,0,1,A,3.25,3.5,2.2,Premier League,2021
2020-12-29,Burnley,Sheffield United,1,0,H,2.37,3.1,3.25,Premier League,2021
2020-12-29,Southampton,West Ham,0,0,D,2.1,3.6,3.4,Premier League,2021
2020-12-29,West Brom,Leeds,0,5,A,3.6,3.6,2.0,Premier League,2021
2020-12-29,Man United,Wolves,1,0,H,1.53,4.2,6.25,Premier League,2021
2020-12-30,Newcastle,Liverpool,0,0,D,12.0,6.0,1.25,Premier League,2021
2021-01-01,Everton,West Ham,0,1,A,2.1,3.5,3.5,Premier League,2021
2021-01-01,Man United,Aston Villa,2,1,H,1.72,4.2,4.2,Premier League,2021
2021-01-02,Tottenham,Leeds,3,0,H,1.75,4.1,4.2,Premier League,2021
2021-01-02,Crystal Palace,Sheffield United,2,0,H,1.95,3.5,3.9,Premier League,2021
2021-01-02,Brighton,Wolves,3,3,D,2.62,3.25,2.75,Premier League,2021
2021-01-02,West Brom,Arsenal,0,4,A,5.75,4.0,1.57,Premier League,2021
2021-01-03,Newcastle,Leicester,1,2,A,5.25,4.2,1.61,Premier League,2021
2021-01-03,Chelsea,Man City,1,3,A,3.0,3.7,2.2,Premier League,2021
2021-01-04,Southampton,Liverpool,1,0,H,5.0,4.33,1.61,Premier League,2021
2021-01-12,Sheffield United,Newcastle,1,0,H,2.45,3.1,3.1,Premier League,2021
2021-01-12,Burnley,Man United,0,1,A,7.0,4.5,1.45,Premier League,2021
2021-01-12,Wolves,Everton,1,2,A,2.45,3.1,3.1,Premier League,2021
2021-01-13,Man City,Brighton,1,0,H,1.14,8.5,16.0,Premier League,2021
2021-01-13,Tottenham,Fulham,1,1,D,1.36,5.0,8.5,Premier League,2021
2021-01-14,Arsenal,Crystal Palace,0,0,D,1.53,4.0,6.5,Premier League,2021
2021-01-16,Wolves,West Brom,2,3,A,1.6,3.5,7.0,Premier League,2021
2021-01-16,Leeds,Brighton,0,1,A,2.1,3.5,3.4,Premier League,2021
2021-01-16,West Ham,Burnley,1,0,H,1.8,3.5,4.75,Premier League,2021
2021-01-16,Fulham,Chelsea,0,1,A,6.5,4.33,1.5,Premier League,2021
2021-01-16,Leicester,Southampton,2,0,H,1.8,3.75,4.5,Premier League,2021
2021-01-17,Sheffield United,Tottenham,1,3,A,6.25,3.75,1.6,Premier League,2021
2021-01-17,Liverpool,Man United,0,0,D,1.95,3.8,3.6,Premier League,2021
2021-01-17,Man City,Crystal Palace,4,0,H,1.14,8.5,17.0,Premier League,2021
2021-01-18,Arsenal,Newcastle,3,0,H,1.4,4.5,8.0,Premier League,2021
2021-01-19,West Ham,West Brom,2,1,H,1.57,4.2,5.5,Premier League,2021
2021-01-19,Leicester,Chelsea,2,0,H,2.87,3.4,2.45,Premier League,2021
2021-01-20,Man City,Aston Villa,2,0,H,1.22,6.5,12.0,Premier League,2021
2021-01-20,Fulham,Man United,1,2,A,6.0,4.33,1.53,Premier League,2021
2021-01-21,Liverpool,Burnley,0,1,A,1.18,7.5,15.0,Premier League,2021
2021-01-23,Aston Villa,Newcastle,2,0,H,1.45,4.75,6.5,Premier League,2021
2021-01-26,Crystal Palace,West Ham,2,3,A,3.1,3.25,2.37,Premier League,2021
2021-01-26,Newcastle,Leeds,1,2,A,3.9,3.8,1.85,Premier League,2021
2021-01-26,Southampton,Arsenal,1,3,A,3.5,3.6,2.05,Premier League,2021
2021-01-26,West Brom,Man City,0,5,A,15.0,7.5,1.18,Premier League,2021
2021-01-27,Burnley,Aston Villa,3,2,H,3.8,3.5,1.95,Premier League,2021
2021-01-27,Chelsea,Wolves,0,0,D,1.6,4.2,5.25,Premier League,2021
2021-01-27,Brighton,Fulham,0,0,D,2.05,3.4,3.75,Premier League,2021
2021-01-27,Everton,Leicester,1,1,D,2.8,3.3,2.55,Premier League,2021
2021-01-27,Man United,Sheffield United,1,2,A,1.25,6.0,11.0,Premier League,2021
2021-01-28,Tottenham,Liverpool,1,3,A,3.2,3.6,2.2,Premier League,2021
2021-01-30,Everton,Newcastle,0,2,A,1.55,4.0,6.5,Premier League,2021
2021-01-30,Crystal Palace,Wolves,1,0,H,2.87,3.2,2.55,Premier League,2021
2021-01-30,Man City,Sheffield United,1,0,H,1.12,9.0,18.0,Premier League,2021
2021-01-30,West Brom,Fulham,2,2,D,3.3,3.2,2.3,Premier League,2021
2021-01-30,Arsenal,Man United,0,0,D,2.8,3.5,2.45,Premier League,2021
2021-01-30,Southampton,Aston Villa,0,1,A,2.8,3.6,2.37,Premier League,2021
2021-01-31,Chelsea,Burnley,2,0,H,1.33,5.0,9.5,Premier League,2021
2021-01-31,Leicester,Leeds,1,3,A,1.8,4.0,4.2,Premier League,2021
2021-01-31,West Ham,Liverpool,1,3,A,4.33,4.0,1.75,Premier League,2021
2021-01-31,Brighton,Tottenham,1,0,H,3.2,3.4,2.25,Premier League,2021
2021-02-02,Sheffield United,West Brom,2,1,H,2.0,3.3,4.0,Premier League,2021
2021-02-02,Wolves,Arsenal,2,1,H,3.6,3.3,2.1,Premier League,2021
2021-02-02,Man United,Southampton,9,0,H,1.4,4.75,7.0,Premier League,2021
2021-02-02,Newcastle,Crystal Palace,1,2,A,2.8,3.2,2.6,Premier League,2021
2021-02-03,Burnley,Man City,0,2,A,13.0,7.0,1.2,Premier League,2021
2021-02-03,Fulham,Leicester,0,2,A,4.0,3.5,1.9,Premier League,2021
2021-02-03,Leeds,Everton,1,2,A,2.5,3.5,2.7,Premier League,2021
2021-02-03,Aston Villa,West Ham,1,3,A,2.2,3.4,3.25,Premier League,2021
2021-02-03,Liverpool,Brighton,0,1,A,1.33,5.25,9.0,Premier League,2021
2021-02-04,Tottenham,Chelsea,0,1,A,3.5,3.4,2.1,Premier League,2021
2021-02-06,Aston Villa,Arsenal,1,0,H,2.62,3.5,2.6,Premier League,2021
2021-02-06,Burnley,Brighton,1,1,D,3.6,3.1,2.2,Premier League,2021
2021-02-06,Newcastle,Southampton,3,2,H,3.0,3.3,2.4,Premier League,2021
2021-02-06,Fulham,West Ham,0,0,D,3.6,3.5,2.05,Premier League,2021
2021-02-06,Man United,Everton,3,3,D,1.53,4.2,6.0,Premier League,2021
2021-02-07,Tottenham,West Brom,2,0,H,1.45,4.5,7.0,Premier League,2021
2021-02-07,Wolves,Leicester,0,0,D,3.5,3.4,2.1,Premier League,2021
2021-02-07,Liverpool,Man City,1,4,A,3.4,3.6,2.05,Premier League,2021
2021-02-07,Sheffield United,Chelsea,1,2,A,7.0,4.5,1.45,Premier League,2021
2021-02-08,Leeds,Crystal Palace,2,0,H,1.8,3.8,4.2,Premier League,2021
2021-02-13,Leicester,Liverpool,3,1,H,3.5,3.4,2.1,Premier League,2021
2021-02-13,Crystal Palace,Burnley,0,3,A,2.37,3.1,3.2,Premier League,2021
2021-02-13,Man City,Tottenham,3,0,H,1.28,5.75,9.5,Premier League,2021
2021-02-13,Brighton,Aston Villa,0,0,D,2.7,3.5,2.5,Premier League,2021
2021-02-14,Southampton,Wolves,1,2,A,2.37,3.2,3.1,Premier League,2021
2021-02-14,West Brom,Man United,1,1,D,10.0,5.5,1.3,Premier League,2021
2021-02-14,Arsenal,Leeds,4,2,H,1.83,3.8,4.0,Premier League,2021
2021-02-14,Everton,Fulham,0,2,A,1.85,3.6,4.2,Premier League,2021
2021-02-15,West Ham,Sheffield United,3,0,H,1.66,3.75,5.25,Premier League,2021
2021-02-15,Chelsea,Newcastle,2,0,H,1.22,6.5,12.0,Premier League,2021
2021-02-17,Burnley,Fulham,1,1,D,2.75,3.2,2.7,Premier League,2021
2021-02-17,Everton,Man City,1,3,A,8.5,5.5,1.33,Premier League,2021
2021-02-19,Wolves,Leeds,1,0,H,2.37,3.3,3.0,Premier League,2021
2021-02-20,Southampton,Chelsea,1,1,D,5.0,3.8,1.7,Premier League,2021
2021-02-20,Burnley,West Brom,0,0,D,2.0,3.3,4.0,Premier League,2021
2021-02-20,Liverpool,Everton,0,2,A,1.44,4.5,7.0,Premier League,2021
2021-02-20,Fulham,Sheffield United,1,0,H,2.15,3.2,3.6,Premier League,2021
2021-02-21,West Ham,Tottenham,2,1,H,2.62,3.4,2.7,Premier League,2021
2021-02-21,Aston Villa,Leicester,1,2,A,2.87,3.5,2.4,Premier League,2021
2021-02-21,Arsenal,Man City,0,1,A,6.5,4.33,1.5,Premier League,2021
2021-02-21,Man United,Newcastle,3,1,H,1.28,5.5,10.0,Premier League,2021
2021-02-22,Brighton,Crystal Palace,1,2,A,1.7,3.5,5.5,Premier League,2021
2021-02-23,Leeds,Southampton,3,0,H,2.25,3.5,3.1,Premier League,2021
2021-02-27,Man City,West Ham,2,1,H,1.22,6.5,12.0,Premier League,2021
2021-02-27,West Brom,Brighton,1,0,H,4.2,3.3,1.95,Premier League,2021
2021-02-27,Leeds,Aston Villa,0,1,A,2.15,3.6,3.2,Premier League,2021
2021-02-27,Newcastle,Wolves,1,1,D,3.5,3.2,2.2,Premier League,2021
2021-02-28,Crystal Palace,Fulham,0,0,D,3.5,3.2,2.2,Premier League,2021
2021-02-28,Leicester,Arsenal,1,3,A,2.5,3.4,2.8,Premier League,2021
2021-02-28,Tottenham,Burnley,4,0,H,1.53,4.0,6.5,Premier League,2021
2021-02-28,Chelsea,Man United,0,0,D,2.15,3.4,3.4,Premier League,2021
2021-02-28,Sheffield United,Liverpool,0,2,A,8.0,5.0,1.36,Premier League,2021
2021-03-01,Everton,Southampton,1,0,H,2.15,3.5,3.3,Premier League,2021
2021-03-02,Man City,Wolves,4,1,H,1.18,7.0,15.0,Premier League,2021
2021-03-03,Burnley,Leicester,1,1,D,4.0,3.25,2.0,Premier League,2021
2021-03-03,Sheffield United,Aston Villa,1,0,H,3.75,3.4,2.05,Premier League,2021
2021-03-03,Crystal Palace,Man United,0,0,D,8.0,4.75,1.4,Premier League,2021
2021-03-04,Fulham,Tottenham,0,1,A,4.0,3.6,1.9,Premier League,2021
2021-03-04,West Brom,Everton,0,1,A,4.33,3.6,1.83,Premier League,2021
2021-03-04,Liverpool,Chelsea,0,1,A,2.25,3.6,3.0,Premier League,2021
2021-03-06,Burnley,Arsenal,1,1,D,5.5,4.0,1.61,Premier League,2021
2021-03-06,Sheffield United,Southampton,0,2,A,3.6,3.5,2.0,Premier League,2021
2021-03-06,Aston Villa,Wolves,0,0,D,2.37,3.25,3.1,Premier League,2021
2021-03-06,Brighton,Leicester,1,2,A,2.55,3.25,2.8,Premier League,2021
2021-03-07,West Brom,Newcastle,0,0,D,2.37,3.2,3.1,Premier League,2021
2021-03-07,Liverpool,Fulham,0,1,A,1.36,5.0,8.5,Premier League,2021
2021-03-07,Man City,Man United,0,2,A,1.45,4.5,7.0,Premier League,2021
2021-03-07,Tottenham,Crystal Palace,4,1,H,1.45,4.5,7.0,Premier League,2021
2021-03-08,Chelsea,Everton,2,0,H,1.53,4.0,6.5,Premier League,2021
2021-03-08,West Ham,Leeds,2,0,H,2.05,3.6,3.5,Premier League,2021
2021-03-10,Man City,Southampton,5,2,H,1.18,7.5,15.0,Premier League,2021
2021-03-12,Newcastle,Aston Villa,1,1,D,3.8,3.3,2.05,Premier League,2021
2021-03-13,Leeds,Chelsea,0,0,D,4.75,4.0,1.7,Premier League,2021
2021-03-13,Crystal Palace,West Brom,1,0,H,2.15,3.2,3.6,Premier League,2021
2021-03-13,Everton,Burnley,1,2,A,1.83,3.5,4.5,Premier League,2021
2021-03-13,Fulham,Man City,0,3,A,10.0,5.0,1.33,Premier League,2021
2021-03-14,Southampton,Brighton,1,2,A,2.9,3.1,2.5,Premier League,2021
2021-03-14,Leicester,Sheffield United,5,0,H,1.5,4.2,6.5,Premier League,2021
2021-03-14,Arsenal,Tottenham,2,1,H,2.55,3.4,2.75,Premier League,2021
2021-03-14,Man United,West Ham,1,0,H,1.83,3.6,4.33,Premier League,2021
2021-03-15,Wolves,Liverpool,0,1,A,4.75,3.75,1.72,Premier League,2021
2021-03-19,Fulham,Leeds,1,2,A,2.37,3.4,3.0,Premier League,2021
2021-03-20,Brighton,Newcastle,3,0,H,1.66,3.5,6.0,Premier League,2021
2021-03-21,West Ham,Arsenal,3,3,D,2.8,3.5,2.45,Premier League,2021
2021-03-21,Aston Villa,Tottenham,0,2,A,2.9,3.3,2.45,Premier League,2021
2021-04-03,Chelsea,West Brom,2,5,A,1.22,6.0,15.0,Premier League,2021
2021-04-03,Leeds,Sheffield United,2,1,H,1.5,4.33,6.5,Premier League,2021
2021-04-03,Leicester,Man City,0,2,A,6.0,4.2,1.53,Premier League,2021
2021-04-03,Arsenal,Liverpool,0,3,A,3.1,3.7,2.15,Premier League,2021
2021-04-04,Southampton,Burnley,3,2,H,2.05,3.3,3.8,Premier League,2021
2021-04-04,Newcastle,Tottenham,2,2,D,5.5,4.0,1.6,Premier League,2021
2021-04-04,Aston Villa,Fulham,3,1,H,2.25,3.3,3.3,Premier League,2021
2021-04-04,Man United,Brighton,2,1,H,1.61,4.0,5.5,Premier League,2021
2021-04-05,Everton,Crystal Palace,1,1,D,1.75,3.5,5.0,Premier League,2021
2021-04-05,Wolves,West Ham,2,3,A,2.87,3.2,2.55,Premier League,2021
2021-04-09,Fulham,Wolves,0,1,A,2.5,3.0,3.1,Premier League,2021
2021-04-10,Man City,Leeds,1,2,A,1.28,5.75,10.0,Premier League,2021
2021-04-10,Liverpool,Aston Villa,2,1,H,1.5,4.33,6.5,Premier League,2021
2021-04-10,Crystal Palace,Chelsea,1,4,A,7.0,3.8,1.53,Premier League,2021
2021-04-11,Burnley,Newcastle,1,2,A,2.3,3.1,3.4,Premier League,2021
2021-04-11,West Ham,Leicester,3,2,H,3.0,3.3,2.37,Premier League,2021
2021-04-11,Tottenham,Man United,1,3,A,2.87,3.4,2.45,Premier League,2021
2021-04-11,Sheffield United,Arsenal,0,3,A,6.5,3.75,1.57,Premier League,2021
2021-04-12,West Brom,Southampton,3,0,H,3.6,3.3,2.1,Premier League,2021
2021-04-12,Brighton,Everton,0,0,D,2.25,3.3,3.3,Premier League,2021
2021-04-16,Everton,Tottenham,2,2,D,3.4,3.5,2.1,Premier League,2021
2021-04-17,Newcastle,West Ham,3,2,H,3.5,3.5,2.05,Premier League,2021
2021-04-17,Wolves,Sheffield United,1,0,H,1.66,3.5,5.75,Premier League,2021
2021-04-18,Arsenal,Fulham,1,1,D,1.7,3.8,4.8,Premier League,2021
2021-04-18,Man United,Burnley,3,1,H,1.33,5.25,9.0,Premier League,2021
2021-04-19,Leeds,Liverpool,1,1,D,4.5,4.33,1.66,Premier League,2021
2021-04-20,Chelsea,Brighton,0,0,D,1.57,4.0,6.0,Premier League,2021
