Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,League_Name,Season_Id
2022-11-05,Stoke,Birmingham,1,2,A,2.05,3.5,3.6,Championship,2223
2022-11-05,Sunderland,Cardiff,0,1,A,2.2,3.2,3.5,Championship,2223
2022-11-05,Swansea,Wigan,2,2,D,1.9,3.5,4.33,Championship,2223
2022-11-05,Watford,Coventry,0,1,A,1.9,3.5,4.33,Championship,2223
2022-11-08,Birmingham,Swansea,2,2,D,2.7,3.25,2.7,Championship,2223
2022-11-08,Blackpool,Middlesbrough,0,3,A,3.2,3.4,2.25,Championship,2223
2022-11-08,Cardiff,Hull,2,3,A,2.05,3.25,3.8,Championship,2223
2022-11-08,Coventry,Wigan,2,0,H,1.9,3.5,4.0,Championship,2223
2022-11-08,QPR,Huddersfield,1,2,A,1.7,3.75,5.25,Championship,2223
2022-11-08,Sheffield United,Rotherham,0,1,A,1.33,5.5,8.0,Championship,2223
2022-11-08,Stoke,Luton,2,0,H,1.95,3.4,4.0,Championship,2223
2022-11-08,Watford,Reading,2,0,H,1.8,3.5,4.5,Championship,2223
2022-11-11,Birmingham,Sunderland,1,2,A,2.2,3.3,3.4,Championship,2223
2022-11-12,Bristol City,Watford,0,0,D,3.0,3.4,2.37,Championship,2223
2022-11-12,Cardiff,Sheffield United,0,1,A,3.2,3.3,2.3,Championship,2223
2022-11-12,Coventry,QPR,2,0,H,2.37,3.25,3.1,Championship,2223
2022-11-12,Huddersfield,Swansea,0,0,D,3.1,3.3,2.37,Championship,2223
2022-11-12,Hull,Reading,1,2,A,2.45,3.2,3.0,Championship,2223
2022-11-12,Luton,Rotherham,1,1,D,1.7,3.75,5.25,Championship,2223
2022-11-12,Norwich,Middlesbrough,1,2,A,2.2,3.3,3.4,Championship,2223
2022-11-12,Preston,Millwall,2,4,A,2.55,3.0,3.1,Championship,2223
2022-11-12,West Brom,Stoke,2,0,H,1.95,3.5,4.0,Championship,2223
2022-11-12,Wigan,Blackpool,2,1,H,2.25,3.4,3.2,Championship,2223
2022-11-13,Burnley,Blackburn,3,0,H,1.72,3.6,5.25,Championship,2223
2022-12-03,Sunderland,Millwall,3,0,H,2.5,3.25,2.87,Championship,2223
2022-12-10,Blackburn,Preston,1,4,A,2.25,3.2,3.4,Championship,2223
2022-12-10,Rotherham,Bristol City,1,3,A,3.0,3.25,2.4,Championship,2223
2022-12-10,Reading,Coventry,1,0,H,2.5,3.2,3.0,Championship,2223
2022-12-10,Blackpool,Birmingham,0,0,D,2.75,3.3,2.63,Championship,2223
2022-12-10,Middlesbrough,Luton,2,1,H,1.83,3.6,4.33,Championship,2223
2022-12-10,Millwall,Wigan,1,1,D,1.91,3.4,4.33,Championship,2223
2022-12-10,Sheffield United,Huddersfield,1,0,H,1.45,4.33,7.0,Championship,2223
2022-12-10,Stoke,Cardiff,2,2,D,2.05,3.3,3.8,Championship,2223
2022-12-10,Swansea,Norwich,0,1,A,2.45,3.4,2.88,Championship,2223
2022-12-11,QPR,Burnley,0,3,A,3.1,3.4,2.3,Championship,2223
2022-12-11,Watford,Hull,0,0,D,1.7,3.6,5.5,Championship,2223
2022-12-12,Sunderland,West Brom,1,2,A,2.9,3.25,2.5,Championship,2223
2022-12-16,Birmingham,Reading,3,2,H,2.05,3.2,4.0,Championship,2223
2022-12-17,Bristol City,Stoke,1,2,A,2.6,3.25,2.8,Championship,2223
2022-12-17,Burnley,Middlesbrough,3,1,H,2.05,3.4,3.75,Championship,2223
2022-12-17,Cardiff,Blackpool,1,1,D,1.83,3.5,4.5,Championship,2223
2022-12-17,Coventry,Swansea,3,3,D,2.4,3.25,3.0,Championship,2223
2022-12-17,Huddersfield,Watford,0,2,A,3.75,3.3,2.1,Championship,2223
2022-12-17,Hull,Sunderland,1,1,D,2.6,3.2,2.8,Championship,2223
2022-12-17,Preston,QPR,0,1,A,2.3,3.25,3.2,Championship,2223
2022-12-17,West Brom,Rotherham,3,0,H,1.44,4.5,7.5,Championship,2223
2022-12-17,Norwich,Blackburn,0,2,A,1.8,3.7,4.5,Championship,2223
2022-12-19,Wigan,Sheffield United,1,2,A,3.8,3.3,2.05,Championship,2223
2022-12-21,Coventry,West Brom,1,0,H,3.0,3.2,2.45,Championship,2223
2022-12-26,Watford,Millwall,0,2,A,2.1,3.3,3.75,Championship,2223
2022-12-26,Sunderland,Blackburn,2,1,H,2.3,3.3,3.2,Championship,2223
2022-12-26,Bristol City,West Brom,0,2,A,3.1,3.3,2.38,Championship,2223
2022-12-26,Hull,Blackpool,1,1,D,2.1,3.4,3.75,Championship,2223
2022-12-26,Middlesbrough,Wigan,4,1,H,1.67,3.75,5.5,Championship,2223
2022-12-26,Preston,Huddersfield,1,2,A,1.83,3.5,4.5,Championship,2223
2022-12-26,Rotherham,Stoke,2,2,D,3.2,3.3,2.3,Championship,2223
2022-12-26,Sheffield United,Coventry,3,1,H,1.67,3.8,5.25,Championship,2223
2022-12-26,Cardiff,QPR,0,0,D,2.4,3.3,3.0,Championship,2223
2022-12-26,Luton,Norwich,2,1,H,2.6,3.3,2.75,Championship,2223
2022-12-27,Reading,Swansea,2,1,H,2.8,3.3,2.55,Championship,2223
2022-12-27,Burnley,Birmingham,3,0,H,1.6,3.8,6.0,Championship,2223
2022-12-29,QPR,Luton,0,3,A,2.25,3.25,3.3,Championship,2223
2022-12-29,Blackburn,Middlesbrough,1,2,A,3.2,3.2,2.38,Championship,2223
2022-12-29,Coventry,Cardiff,0,0,D,2.15,3.3,3.4,Championship,2223
2022-12-29,Huddersfield,Rotherham,2,0,H,2.1,3.25,3.8,Championship,2223
2022-12-29,Millwall,Bristol City,0,0,D,1.91,3.4,4.2,Championship,2223
2022-12-29,Wigan,Sunderland,1,4,A,2.63,3.25,2.7,Championship,2223
2022-12-29,West Brom,Preston,2,0,H,1.75,3.5,5.0,Championship,2223
2022-12-29,Blackpool,Sheffield United,1,2,A,4.75,3.75,1.73,Championship,2223
2022-12-30,Birmingham,Hull,0,1,A,1.95,3.3,4.0,Championship,2223
2022-12-30,Norwich,Reading,1,1,D,1.73,3.5,5.25,Championship,2223
2022-12-30,Stoke,Burnley,0,1,A,3.2,3.25,2.3,Championship,2223
2022-12-30,Swansea,Watford,4,0,H,2.25,3.3,3.25,Championship,2223
2023-01-01,Blackburn,Cardiff,1,0,H,2.3,3.3,3.2,Championship,2223
2023-01-01,Blackpool,Sunderland,1,1,D,3.0,3.25,2.45,Championship,2223
2023-01-01,Coventry,Bristol City,1,1,D,1.95,3.5,4.0,Championship,2223
2023-01-01,Huddersfield,Luton,1,2,A,2.88,3.4,2.45,Championship,2223
2023-01-01,Millwall,Rotherham,3,0,H,1.57,3.8,6.5,Championship,2223
2023-01-02,Birmingham,Middlesbrough,1,3,A,3.1,3.4,2.3,Championship,2223
2023-01-02,Norwich,Watford,0,1,A,1.91,3.6,3.8,Championship,2223
2023-01-02,Stoke,Preston,0,1,A,2.1,3.4,3.6,Championship,2223
2023-01-02,Swansea,Burnley,1,2,A,3.0,3.4,2.38,Championship,2223
2023-01-02,West Brom,Reading,1,0,H,1.67,4.0,5.0,Championship,2223
2023-01-02,Wigan,Hull,1,4,A,2.45,3.3,2.88,Championship,2223
2023-01-02,QPR,Sheffield United,1,1,D,3.1,3.4,2.3,Championship,2223
2023-01-14,Rotherham,Blackburn,4,0,H,3.4,3.4,2.15,Championship,2223
2023-01-14,Bristol City,Birmingham,4,2,H,2.25,3.3,3.3,Championship,2223
2023-01-14,Burnley,Coventry,1,0,H,1.7,3.8,5.0,Championship,2223
2023-01-14,Cardiff,Wigan,1,1,D,1.95,3.4,4.0,Championship,2223
2023-01-14,Hull,Huddersfield,1,1,D,1.95,3.4,4.2,Championship,2223
2023-01-14,Luton,West Brom,2,3,A,3.0,3.2,2.45,Championship,2223
2023-01-14,Middlesbrough,Millwall,1,0,H,1.95,3.5,4.0,Championship,2223
2023-01-14,Preston,Norwich,0,4,A,2.88,3.3,2.5,Championship,2223
2023-01-14,Reading,QPR,2,2,D,2.7,3.2,2.75,Championship,2223
2023-01-14,Sheffield United,Stoke,3,1,H,1.73,3.75,5.0,Championship,2223
2023-01-14,Sunderland,Swansea,1,3,A,2.6,3.3,2.75,Championship,2223
2023-01-14,Watford,Blackpool,2,0,H,1.8,3.75,4.33,Championship,2223
2023-01-20,Sheffield United,Hull,1,0,H,1.7,3.75,5.25,Championship,2223
2023-01-20,Burnley,West Brom,2,1,H,2.25,3.1,3.5,Championship,2223
2023-01-21,Coventry,Norwich,2,4,A,2.8,3.4,2.5,Championship,2223
2023-01-21,Birmingham,Preston,1,2,A,2.4,3.1,3.2,Championship,2223
2023-01-21,Bristol City,Blackburn,1,1,D,2.2,3.4,3.3,Championship,2223
2023-01-21,Cardiff,Millwall,0,1,A,3.1,3.1,2.45,Championship,2223
2023-01-21,QPR,Swansea,1,1,D,2.7,3.3,2.7,Championship,2223
2023-01-21,Stoke,Reading,4,0,H,1.85,3.5,4.33,Championship,2223
2023-01-21,Watford,Rotherham,1,1,D,1.55,4.2,6.0,Championship,2223
2023-01-21,Wigan,Luton,0,2,A,2.9,3.2,2.55,Championship,2223
2023-01-22,Sunderland,Middlesbrough,2,0,H,2.88,3.4,2.5,Championship,2223
2023-01-28,Coventry,Huddersfield,2,0,H,1.8,3.6,4.5,Championship,2223
2023-01-28,Hull,QPR,3,0,H,2.5,3.4,2.8,Championship,2223
2023-01-28,Middlesbrough,Watford,2,0,H,1.91,3.4,4.33,Championship,2223
2023-01-31,Luton,Cardiff,1,0,H,2.0,3.4,4.2,Championship,2223
2023-02-03,West Brom,Coventry,1,0,H,1.85,3.5,4.5,Championship,2223
2023-02-04,Norwich,Burnley,0,3,A,2.6,3.3,2.75,Championship,2223
2023-02-04,Rotherham,Sheffield United,0,0,D,5.0,4.0,1.67,Championship,2223
2023-02-04,Huddersfield,QPR,1,1,D,3.1,3.25,2.38,Championship,2223
2023-02-04,Hull,Cardiff,1,0,H,2.15,3.3,3.5,Championship,2223
2023-02-04,Luton,Stoke,1,0,H,2.25,3.3,3.3,Championship,2223
2023-02-04,Middlesbrough,Blackpool,3,0,H,1.53,4.0,6.5,Championship,2223
2023-02-04,Millwall,Sunderland,1,1,D,2.05,3.4,3.75,Championship,2223
2023-02-04,Preston,Bristol City,1,2,A,2.45,3.2,3.0,Championship,2223
2023-02-04,Reading,Watford,2,2,D,2.8,3.3,2.55,Championship,2223
2023-02-04,Swansea,Birmingham,3,4,A,1.83,3.5,4.5,Championship,2223
2023-02-06,Blackburn,Wigan,0,0,D,1.95,3.3,4.0,Championship,2223
2023-02-07,Blackpool,Huddersfield,2,2,D,2.25,3.25,3.25,Championship,2223
2023-02-10,Birmingham,West Brom,2,0,H,3.8,3.4,2.0,Championship,2223
2023-02-11,Blackpool,Rotherham,0,0,D,2.15,3.3,3.4,Championship,2223
2023-02-11,Bristol City,Norwich,1,0,H,2.9,3.4,2.4,Championship,2223
2023-02-11,Burnley,Preston,3,0,H,1.55,4.0,6.0,Championship,2223
2023-02-11,Cardiff,Middlesbrough,1,3,A,3.6,3.4,2.1,Championship,2223
2023-02-11,Coventry,Luton,1,1,D,2.25,3.4,3.2,Championship,2223
2023-02-11,QPR,Millwall,1,2,A,2.7,3.1,2.8,Championship,2223
2023-02-11,Sheffield United,Swansea,3,0,H,1.83,3.6,4.33,Championship,2223
2023-02-11,Stoke,Hull,0,0,D,2.05,3.3,3.8,Championship,2223
2023-02-11,Sunderland,Reading,1,0,H,1.85,3.5,4.5,Championship,2223
2023-02-11,Watford,Blackburn,1,1,D,1.91,3.4,4.33,Championship,2223
2023-02-11,Wigan,Huddersfield,1,0,H,2.25,3.2,3.4,Championship,2223
2023-02-14,Birmingham,Cardiff,0,2,A,2.25,3.2,3.4,Championship,2223
2023-02-14,Coventry,Millwall,1,0,H,2.55,3.2,2.9,Championship,2223
2023-02-14,Norwich,Hull,3,1,H,1.8,3.75,4.33,Championship,2223
2023-02-14,QPR,Sunderland,0,3,A,2.4,3.3,3.0,Championship,2223
2023-02-14,Burnley,Watford,1,1,D,1.67,3.8,5.25,Championship,2223
2023-02-14,Reading,Rotherham,2,1,H,1.95,3.3,4.2,Championship,2223
2023-02-15,Bristol City,Wigan,1,1,D,1.95,3.4,4.0,Championship,2223
2023-02-15,Preston,Luton,1,1,D,2.88,3.0,2.7,Championship,2223
2023-02-15,Stoke,Huddersfield,3,0,H,1.83,3.4,4.75,Championship,2223
2023-02-15,Swansea,Blackpool,2,1,H,1.67,4.0,5.0,Championship,2223
2023-02-15,Sheffield United,Middlesbrough,1,3,A,2.05,3.4,3.75,Championship,2223
2023-02-15,West Brom,Blackburn,1,1,D,1.67,3.8,5.5,Championship,2223
2023-02-17,Cardiff,Reading,1,0,H,1.95,3.25,4.2,Championship,2223
2023-02-18,Millwall,Sheffield United,3,2,H,2.7,3.4,2.55,Championship,2223
2023-02-18,Blackburn,Swansea,1,0,H,2.7,3.4,2.63,Championship,2223
2023-02-18,Blackpool,Stoke,1,0,H,3.0,3.3,2.38,Championship,2223
2023-02-18,Huddersfield,Birmingham,2,1,H,2.6,3.3,2.7,Championship,2223
2023-02-18,Hull,Preston,0,0,D,2.1,3.4,3.5,Championship,2223
2023-02-18,Luton,Burnley,0,1,A,3.3,3.3,2.2,Championship,2223
2023-02-18,Middlesbrough,QPR,3,1,H,1.55,4.2,5.75,Championship,2223
2023-02-18,Rotherham,Coventry,0,2,A,3.4,3.4,2.15,Championship,2223
2023-02-18,Sunderland,Bristol City,1,1,D,2.0,3.4,3.75,Championship,2223
2023-02-18,Wigan,Norwich,0,0,D,3.5,3.6,2.05,Championship,2223
2023-02-20,Watford,West Brom,3,2,H,2.63,3.4,2.55,Championship,2223
2023-02-21,Blackburn,Blackpool,1,0,H,2.0,3.5,3.8,Championship,2223
2023-02-21,Millwall,Burnley,1,1,D,3.3,3.2,2.38,Championship,2223
2023-02-21,Norwich,Birmingham,3,1,H,1.65,4.0,5.25,Championship,2223
2023-02-21,Rotherham,Sunderland,2,1,H,3.8,3.25,2.1,Championship,2223
2023-02-21,Swansea,Stoke,1,3,A,2.2,3.25,3.5,Championship,2223
2023-02-25,Coventry,Sunderland,2,1,H,2.2,3.3,3.25,Championship,2223
2023-02-25,Birmingham,Luton,0,1,A,2.9,3.2,2.55,Championship,2223
2023-02-25,Bristol City,Hull,1,0,H,2.38,3.2,3.1,Championship,2223
2023-02-25,Burnley,Huddersfield,4,0,H,1.36,4.5,10.0,Championship,2223
2023-02-25,Norwich,Cardiff,2,0,H,1.7,3.75,5.0,Championship,2223
2023-02-25,Preston,Wigan,2,1,H,2.25,3.2,3.3,Championship,2223
2023-02-25,QPR,Blackburn,1,3,A,2.15,3.2,3.6,Championship,2223
2023-02-25,Reading,Blackpool,3,1,H,2.1,3.5,3.5,Championship,2223
2023-02-25,Sheffield United,Watford,1,0,H,1.85,3.6,3.8,Championship,2223
2023-02-25,Stoke,Millwall,0,1,A,2.4,3.2,3.0,Championship,2223
2023-02-25,West Brom,Middlesbrough,2,0,H,2.3,3.3,3.0,Championship,2223
2023-02-27,Swansea,Rotherham,1,1,D,1.55,3.8,6.5,Championship,2223
2023-02-28,Preston,Coventry,0,0,D,2.7,3.3,2.63,Championship,2223
2023-02-28,Luton,Millwall,2,2,D,2.2,3.1,3.6,Championship,2223
2023-03-03,Hull,West Brom,2,0,H,3.5,3.2,2.2,Championship,2223
2023-03-04,Blackburn,Sheffield United,1,0,H,3.7,3.5,2.0,Championship,2223
2023-03-04,Cardiff,Bristol City,2,0,H,2.2,3.3,3.3,Championship,2223
2023-03-04,Blackpool,Burnley,0,0,D,6.5,3.8,1.6,Championship,2223
2023-03-04,Huddersfield,Coventry,0,4,A,3.3,3.2,2.25,Championship,2223
2023-03-04,Luton,Swansea,1,0,H,2.0,3.3,4.0,Championship,2223
2023-03-04,Middlesbrough,Reading,5,0,H,1.45,4.5,6.5,Championship,2223
2023-03-04,Millwall,Norwich,2,3,A,2.6,3.1,2.88,Championship,2223
2023-03-04,Rotherham,QPR,3,1,H,3.0,3.2,2.5,Championship,2223
2023-03-04,Sunderland,Stoke,1,5,A,2.25,3.25,3.25,Championship,2223
2023-03-04,Watford,Preston,0,0,D,1.83,3.5,4.5,Championship,2223
2023-03-04,Wigan,Birmingham,1,1,D,2.25,3.2,3.3,Championship,2223
2023-03-07,Huddersfield,Bristol City,0,0,D,3.0,3.2,2.4,Championship,2223
2023-03-07,Reading,Sheffield United,0,1,A,4.75,3.6,1.75,Championship,2223
2023-03-07,West Brom,Wigan,1,0,H,1.57,4.0,6.0,Championship,2223
2023-03-10,Stoke,Blackburn,3,2,H,2.0,3.4,3.8,Championship,2223
2023-03-11,Bristol City,Blackpool,2,0,H,1.95,3.6,4.0,Championship,2223
2023-03-11,Birmingham,Rotherham,2,0,H,1.91,3.5,4.2,Championship,2223
2023-03-11,Burnley,Wigan,3,0,H,1.33,5.25,8.5,Championship,2223
2023-03-11,Coventry,Hull,1,1,D,1.95,3.3,4.1,Championship,2223
2023-03-11,Preston,Cardiff,2,0,H,2.4,3.3,3.0,Championship,2223
2023-03-11,QPR,Watford,1,0,H,3.2,3.25,2.3,Championship,2223
2023-03-11,Reading,Millwall,0,1,A,3.5,3.5,2.1,Championship,2223
2023-03-11,Sheffield United,Luton,0,1,A,1.95,3.5,4.0,Championship,2223
2023-03-11,Swansea,Middlesbrough,1,3,A,3.25,3.6,2.15,Championship,2223
2023-03-11,West Brom,Huddersfield,1,0,H,1.4,4.75,7.5,Championship,2223
2023-03-12,Norwich,Sunderland,0,1,A,1.83,3.75,4.2,Championship,2223
2023-03-14,Blackpool,QPR,6,1,H,2.5,3.1,3.1,Championship,2223
2023-03-14,Millwall,Swansea,2,1,H,1.95,3.5,3.8,Championship,2223
2023-03-14,Rotherham,Preston,1,2,A,2.7,3.2,2.75,Championship,2223
2023-03-14,Watford,Birmingham,3,0,H,1.83,3.6,4.33,Championship,2223
2023-03-14,Wigan,Coventry,1,1,D,3.5,3.3,2.15,Championship,2223
2023-03-14,Middlesbrough,Stoke,1,1,D,1.7,3.8,5.0,Championship,2223
2023-03-15,Blackburn,Reading,2,1,H,1.75,3.6,4.75,Championship,2223
2023-03-15,Cardiff,West Brom,1,1,D,3.1,3.25,2.38,Championship,2223
2023-03-15,Huddersfield,Norwich,1,1,D,4.33,3.6,1.85,Championship,2223
2023-03-15,Hull,Burnley,1,3,A,4.5,3.5,1.83,Championship,2223
2023-03-15,Luton,Bristol City,1,0,H,1.85,3.5,4.5,Championship,2223
2023-03-15,Sunderland,Sheffield United,1,2,A,3.3,3.25,2.25,Championship,2223
2023-03-18,Blackpool,Coventry,1,4,A,3.3,3.3,2.25,Championship,2223
2023-03-18,Middlesbrough,Preston,4,0,H,1.55,3.8,6.5,Championship,2223
2023-03-18,Millwall,Huddersfield,0,1,A,1.53,3.75,8.0,Championship,2223
2023-03-18,QPR,Birmingham,0,1,A,2.38,3.3,3.1,Championship,2223
2023-03-18,Reading,Hull,1,1,D,2.75,3.4,2.5,Championship,2223
2023-03-18,Stoke,Norwich,0,0,D,2.45,3.3,2.9,Championship,2223
2023-03-18,Sunderland,Luton,1,1,D,2.6,3.3,2.7,Championship,2223
2023-03-18,Watford,Wigan,1,1,D,1.7,3.6,5.25,Championship,2223
2023-03-19,Swansea,Bristol City,2,0,H,2.15,3.3,3.4,Championship,2223
2023-03-31,Burnley,Sunderland,0,0,D,1.45,4.33,7.5,Championship,2223
2023-04-01,Luton,Watford,2,0,H,2.15,3.25,3.6,Championship,2223
2023-04-01,Preston,Blackpool,3,1,H,2.1,3.2,3.8,Championship,2223
2023-04-01,Birmingham,Blackburn,1,0,H,2.6,3.2,2.88,Championship,2223
2023-04-01,Bristol City,Reading,1,1,D,1.75,3.5,5.0,Championship,2223
2023-04-01,Cardiff,Swansea,2,3,A,2.45,3.2,3.0,Championship,2223
2023-04-01,Coventry,Stoke,0,4,A,2.38,3.3,3.1,Championship,2223
2023-04-01,Huddersfield,Middlesbrough,4,2,H,5.0,3.75,1.7,Championship,2223
2023-04-01,Hull,Rotherham,0,0,D,1.91,3.5,4.2,Championship,2223
2023-04-01,Norwich,Sheffield United,0,1,A,2.55,3.3,2.8,Championship,2223
2023-04-01,West Brom,Millwall,0,0,D,1.85,3.5,4.5,Championship,2223
2023-04-01,Wigan,QPR,1,0,H,2.4,3.3,3.0,Championship,2223
2023-04-07,Millwall,Luton,0,0,D,2.6,3.0,3.0,Championship,2223
2023-04-07,Rotherham,West Brom,3,1,H,5.0,3.5,1.75,Championship,2223
2023-04-07,Blackburn,Norwich,0,2,A,2.88,3.2,2.6,Championship,2223
2023-04-07,Blackpool,Cardiff,1,3,A,2.8,3.2,2.6,Championship,2223
2023-04-07,QPR,Preston,0,2,A,2.45,3.2,3.0,Championship,2223
2023-04-07,Reading,Birmingham,1,1,D,2.9,3.0,2.63,Championship,2223
2023-04-07,Sheffield United,Wigan,1,0,H,1.45,4.2,7.0,Championship,2223
2023-04-07,Stoke,Bristol City,1,2,A,1.8,3.6,4.5,Championship,2223
2023-04-07,Swansea,Coventry,0,0,D,2.3,3.25,3.25,Championship,2223
2023-04-07,Watford,Huddersfield,2,3,A,1.67,3.6,5.5,Championship,2223
2023-04-07,Sunderland,Hull,4,4,D,2.0,3.3,4.0,Championship,2223
2023-04-07,Middlesbrough,Burnley,1,2,A,2.7,3.4,2.55,Championship,2223
2023-04-10,Huddersfield,Blackburn,2,2,D,2.8,3.25,2.55,Championship,2223
2023-04-10,Birmingham,Stoke,0,0,D,3.2,3.25,2.3,Championship,2223
2023-04-10,Cardiff,Sunderland,0,1,A,2.45,3.25,2.9,Championship,2223
2023-04-10,Coventry,Watford,2,2,D,2.4,3.25,3.0,Championship,2223
2023-04-10,Hull,Millwall,1,0,H,3.0,3.25,2.45,Championship,2223
2023-04-10,Luton,Blackpool,3,1,H,1.53,4.0,7.0,Championship,2223
2023-04-10,Norwich,Rotherham,0,0,D,1.55,4.0,6.5,Championship,2223
2023-04-10,Preston,Reading,2,1,H,1.95,3.25,4.0,Championship,2223
2023-04-10,West Brom,QPR,2,2,D,1.6,3.75,6.5,Championship,2223
2023-04-10,Wigan,Swansea,0,2,A,3.0,3.25,2.4,Championship,2223
2023-04-10,Bristol City,Middlesbrough,2,2,D,3.6,3.5,2.05,Championship,2223
2023-04-10,Burnley,Sheffield United,2,0,H,2.1,3.5,3.5,Championship,2223
2023-04-14,Middlesbrough,Norwich,5,1,H,1.91,3.75,3.8,Championship,2223
2023-04-15,Sheffield United,Cardiff,4,1,H,1.55,4.0,6.25,Championship,2223
2023-04-15,Blackpool,Wigan,1,0,H,2.3,3.2,3.3,Championship,2223
2023-04-15,Millwall,Preston,2,0,H,1.85,3.3,4.5,Championship,2223
2023-04-15,QPR,Coventry,0,3,A,2.9,3.1,2.6,Championship,2223
2023-04-15,Reading,Burnley,0,0,D,7.0,4.0,1.53,Championship,2223
2023-04-15,Rotherham,Luton,0,2,A,4.33,3.3,1.95,Championship,2223
2023-04-15,Stoke,West Brom,1,2,A,2.3,3.2,3.3,Championship,2223
2023-04-15,Sunderland,Birmingham,2,1,H,1.91,3.5,4.33,Championship,2223
2023-04-15,Swansea,Huddersfield,1,0,H,1.7,3.8,5.0,Championship,2223
2023-04-15,Watford,Bristol City,2,0,H,1.95,3.5,4.0,Championship,2223
2023-04-15,Blackburn,Hull,0,0,D,1.85,3.5,4.33,Championship,2223
2023-04-18,Blackpool,West Brom,0,2,A,3.8,3.6,1.91,Championship,2223
2023-04-18,Rotherham,Burnley,2,2,D,5.5,3.8,1.65,Championship,2223
2023-04-18,Sheffield United,Bristol City,1,0,H,1.5,4.2,6.5,Championship,2223
2023-04-18,Stoke,Wigan,0,1,A,1.55,3.8,6.5,Championship,2223
2023-04-18,Sunderland,Huddersfield,1,1,D,1.67,3.75,5.5,Championship,2223
2023-04-18,Millwall,Birmingham,0,1,A,1.7,3.6,5.25,Championship,2223
2023-04-19,Blackburn,Coventry,1,1,D,2.45,3.3,2.88,Championship,2223
2023-04-19,QPR,Norwich,1,1,D,3.4,3.4,2.15,Championship,2223
2023-04-19,Swansea,Preston,4,2,H,2.1,3.4,3.5,Championship,2223
2023-04-19,Watford,Cardiff,1,3,A,1.95,3.4,4.2,Championship,2223
2023-04-19,Middlesbrough,Hull,3,1,H,1.45,4.5,6.5,Championship,2223
2023-04-19,Reading,Luton,1,1,D,4.75,3.4,1.8,Championship,2223
2023-04-22,Birmingham,Blackpool,0,1,A,2.15,3.25,3.6,Championship,2223
2023-04-22,Bristol City,Rotherham,2,1,H,2.0,3.5,3.75,Championship,2223
2023-04-22,Burnley,QPR,1,2,A,1.36,4.75,9.5,Championship,2223
2023-04-22,Cardiff,Stoke,1,1,D,2.4,3.25,3.0,Championship,2223
2023-04-22,Coventry,Reading,2,1,H,1.53,4.0,7.0,Championship,2223
2023-04-22,Hull,Watford,1,0,H,2.5,3.25,2.88,Championship,2223
2023-04-22,Norwich,Swansea,0,3,A,2.0,3.4,3.75,Championship,2223
2023-04-22,Wigan,Millwall,2,1,H,3.8,3.4,2.0,Championship,2223
2023-04-22,Preston,Blackburn,1,1,D,2.6,3.1,2.9,Championship,2223
2023-04-23,West Brom,Sunderland,1,2,A,1.91,3.5,4.2,Championship,2223
2023-04-24,Luton,Middlesbrough,2,1,H,2.25,3.5,3.1,Championship,2223
2023-04-25,Blackburn,Burnley,0,1,A,3.4,3.4,2.15,Championship,2223
2023-04-26,Sheffield United,West Brom,2,0,H,2.05,3.3,3.8,Championship,2223
2023-04-27,Rotherham,Cardiff,1,2,A,2.8,3.0,2.7,Championship,2223
2023-04-28,Blackpool,Millwall,2,3,A,3.3,3.4,2.2,Championship,2223
2023-04-29,Bristol City,Burnley,1,2,A,3.75,3.5,2.0,Championship,2223
2023-04-29,Coventry,Birmingham,2,0,H,1.5,4.33,6.5,Championship,2223
2023-04-29,Hull,Swansea,1,1,D,3.8,3.6,1.95,Championship,2223
2023-04-29,Reading,Wigan,1,1,D,2.6,3.25,2.8,Championship,2223
2023-04-29,Sheffield United,Preston,4,1,H,1.8,3.8,4.2,Championship,2223
2023-04-29,Stoke,QPR,0,1,A,1.91,3.6,4.0,Championship,2223
2023-04-29,Sunderland,Watford,2,2,D,1.8,3.6,4.5,Championship,2223
2023-04-29,West Brom,Norwich,2,1,H,2.1,3.5,3.5,Championship,2223
2023-04-30,Cardiff,Huddersfield,1,2,A,2.3,3.2,3.3,Championship,2223
2023-05-01,Rotherham,Middlesbrough,1,0,H,3.75,3.3,2.05,Championship,2223
2023-05-01,Blackburn,Luton,1,1,D,2.3,3.4,3.1,Championship,2223
2023-05-04,Huddersfield,Sheffield United,1,0,H,3.2,3.0,2.45,Championship,2223
2023-05-08,Birmingham,Sheffield United,1,2,A,4.0,3.5,1.91,Championship,2223
2023-05-08,Burnley,Cardiff,3,0,H,1.33,4.75,10.0,Championship,2223
2023-05-08,Huddersfield,Reading,2,0,H,2.1,3.4,3.5,Championship,2223
2023-05-08,Luton,Hull,0,0,D,1.62,3.8,5.5,Championship,2223
2023-05-08,Middlesbrough,Coventry,1,1,D,2.55,3.6,2.63,Championship,2223
2023-05-08,Millwall,Blackburn,3,4,A,1.91,3.75,3.8,Championship,2223
2023-05-08,Norwich,Blackpool,0,1,A,1.53,4.0,6.5,Championship,2223
2023-05-08,Preston,Sunderland,0,3,A,4.0,3.5,1.91,Championship,2223
2023-05-08,QPR,Bristol City,0,2,A,2.25,3.5,3.0,Championship,2223
2023-05-08,Swansea,West Brom,3,2,H,3.2,3.4,2.2,Championship,2223
2023-05-08,Watford,Stoke,2,0,H,2.38,3.2,3.0,Championship,2223
